dataset,split,subset,example_id,num_choices,pair_count,mean_cosine,min_cosine,max_cosine,std_cosine
arc,test,ARC-Challenge,Mercury_SC_400582,4,6,0.4112556477387746,0.25004708766937256,0.5170392990112305,0.0907415547775438
arc,test,ARC-Challenge,Mercury_SC_401168,4,6,0.5149159530798594,0.39128822088241577,0.6086374521255493,0.09158914517845343
arc,test,ARC-Challenge,Mercury_180828,4,6,0.22895857567588487,0.09009289741516113,0.3098794221878052,0.09424049112542919
arc,test,ARC-Challenge,FCAT_2008_5_1,4,6,0.6751629610856374,0.5557066798210144,0.8543881177902222,0.12073948261862602
arc,test,ARC-Challenge,TAKS_2009_5_25,4,6,0.4669297784566879,0.37693533301353455,0.62102210521698,0.08393361683842593
arc,test,ARC-Challenge,Mercury_SC_LBS10392,4,6,0.19822357346614203,0.11180935800075531,0.33603599667549133,0.08410426891747579
arc,test,ARC-Challenge,Mercury_7212905,4,6,0.33302679161230725,0.13367213308811188,0.5297209024429321,0.13056497281292853
arc,test,ARC-Challenge,Mercury_7212888,4,6,0.3955426166454951,0.265860378742218,0.6995360851287842,0.14228027251694284
arc,test,ARC-Challenge,MDSA_2007_8_42,4,6,0.391084852317969,0.15582190454006195,0.648231565952301,0.16510278765574543
arc,test,ARC-Challenge,Mercury_SC_415534,4,6,0.7862189809481303,0.7044650316238403,0.8529632091522217,0.043301585496853305
arc,test,ARC-Challenge,Mercury_7213413,4,6,0.49046572546164197,0.3576034903526306,0.5794095993041992,0.06796744414550146
arc,test,ARC-Challenge,Mercury_7068635,4,6,0.4035324454307556,0.356859415769577,0.597770094871521,0.08722918101692291
arc,test,ARC-Challenge,Mercury_417137,4,6,0.2983346904317538,0.12668626010417938,0.5442483425140381,0.1401744949313749
arc,test,ARC-Challenge,Mercury_7268258,4,6,0.4469043513139089,0.37281864881515503,0.5432559847831726,0.05885600468197834
arc,test,ARC-Challenge,NAEP_2005_4_S13+14,4,6,0.7838180363178253,0.7482736706733704,0.8344952464103699,0.03517660696942517
arc,test,ARC-Challenge,Mercury_SC_406089,4,6,0.17943314276635647,0.05203831568360329,0.2754335403442383,0.07443674229170566
arc,test,ARC-Challenge,Mercury_SC_400700,4,6,0.6422298947970072,0.5655701756477356,0.7135114669799805,0.05178879979731698
arc,test,ARC-Challenge,Mercury_7223493,4,6,0.48207274576028186,0.4093130826950073,0.6274769306182861,0.06947002788735317
arc,test,ARC-Challenge,Mercury_SC_405928,4,6,0.18677553782860437,0.1347755789756775,0.2700560688972473,0.04202023059371134
arc,test,ARC-Challenge,MCAS_2009_5_6518,4,6,0.8023857076962789,0.7212127447128296,0.9918112754821777,0.09272911346868644
arc,test,ARC-Challenge,MCAS_2006_9_1,4,6,0.8355618019898733,0.7606278657913208,0.9153894782066345,0.05396083516654472
arc,test,ARC-Challenge,Mercury_7239383,4,6,0.4147522250811259,0.2919161319732666,0.5105670690536499,0.07860703511907506
arc,test,ARC-Challenge,Mercury_SC_400130,4,6,0.3933567975958188,0.2418978363275528,0.5917112231254578,0.13109602610078205
arc,test,ARC-Challenge,Mercury_401426,4,6,0.722728023926417,0.5849060416221619,0.866666853427887,0.10115292496471305
arc,test,ARC-Challenge,MCAS_2010_8_12016,4,6,0.7239995996157328,0.6550508737564087,0.7795899510383606,0.04599881434556997
arc,test,ARC-Challenge,Mercury_SC_400324,4,6,0.21629406387607256,0.07366073131561279,0.36128097772598267,0.10619441529851997
arc,test,ARC-Challenge,Mercury_SC_LBS10662,4,6,0.4564545651276906,0.321000337600708,0.5912562608718872,0.10183954883414797
arc,test,ARC-Challenge,VASoL_2009_3_8,4,6,0.2965789424876372,0.08427353948354721,0.4391937255859375,0.12845913289180214
arc,test,ARC-Challenge,Mercury_SC_401185,4,6,0.360081580777963,0.19847463071346283,0.6622289419174194,0.14911757078667134
arc,test,ARC-Challenge,NYSEDREGENTS_2015_8_29,4,6,0.2802015170454979,0.1446470469236374,0.37154290080070496,0.06866682355136379
arc,test,ARC-Challenge,Mercury_7234378,4,6,0.873752107222875,0.8024936318397522,0.9294278621673584,0.05021636812498863
arc,test,ARC-Challenge,ACTAAP_2014_7_3,4,6,0.7484248876571655,0.6020420789718628,0.9684966802597046,0.12720754915473262
arc,test,ARC-Challenge,MDSA_2008_8_27,4,6,0.707402100165685,0.5521351099014282,0.8497788906097412,0.11645949126684332
arc,test,ARC-Challenge,Mercury_7004725,4,6,0.21694701289137205,0.061959050595760345,0.30450862646102905,0.08950309959872207
arc,test,ARC-Challenge,Mercury_405143,4,6,0.574569046497345,0.5182656049728394,0.6676208972930908,0.04745500702149802
arc,test,ARC-Challenge,MCAS_2003_8_7,4,6,0.24471834674477577,0.11320246011018753,0.3261408805847168,0.06835956618760844
arc,test,ARC-Challenge,Mercury_SC_405341,4,6,0.21375753109653792,0.1185082420706749,0.37030354142189026,0.08188713195010278
arc,test,ARC-Challenge,Mercury_7283833,4,6,0.30422403663396835,0.2324836701154709,0.4493579864501953,0.07054879864698949
arc,test,ARC-Challenge,Mercury_7159303,4,6,0.18470188789069653,0.05615093186497688,0.38583216071128845,0.10853017290340486
arc,test,ARC-Challenge,Mercury_406427,4,6,0.37782661616802216,0.22144928574562073,0.5394631624221802,0.11541543832988913
arc,test,ARC-Challenge,Mercury_SC_414129,4,6,0.2854377552866936,0.18484297394752502,0.5140186548233032,0.10946141533890431
arc,test,ARC-Challenge,Mercury_7108990,4,6,0.45419691503047943,0.39988747239112854,0.5008870363235474,0.030126665180250898
arc,test,ARC-Challenge,Mercury_SC_407315,4,6,0.7545476456483206,0.7137154340744019,0.830337643623352,0.03932208681226422
arc,test,ARC-Challenge,Mercury_SC_408663,4,6,0.7940976619720459,0.6781753301620483,0.9762343764305115,0.10054682732266244
arc,test,ARC-Challenge,MEA_2013_8_18,4,6,0.4815736065308253,0.32764407992362976,0.7051255702972412,0.12144104416131053
arc,test,ARC-Challenge,Mercury_7111125,4,6,0.0466302161415418,-0.0014355499297380447,0.09046302735805511,0.033892735862903346
arc,test,ARC-Challenge,LEAP_2009_8_10430,4,6,0.8690863947073618,0.7897367477416992,0.9871854186058044,0.06946480287760795
arc,test,ARC-Challenge,Mercury_7165218,4,6,0.3278350631395976,0.24791797995567322,0.4308806359767914,0.0572450824130394
arc,test,ARC-Challenge,MEA_2013_8_15,4,6,0.26502228279908496,0.1635245978832245,0.5193188786506653,0.12361367208810274
sciqa,train,main,0,4,6,0.2450679068764051,0.19579654932022095,0.30809539556503296,0.04061979143580332
sciqa,train,main,1,4,6,0.3779844293991725,0.23810020089149475,0.5181100368499756,0.0957353324149718
sciqa,train,main,2,4,6,0.31214021643002826,0.16986814141273499,0.7605015635490417,0.2056480020912861
sciqa,train,main,3,4,6,0.6689344644546509,0.5919084548950195,0.7572116851806641,0.05513627040053923
sciqa,train,main,4,4,6,0.29428840925296146,0.1637566089630127,0.48937350511550903,0.12283763334471523
sciqa,train,main,5,4,6,0.5247603605190913,0.29889410734176636,0.8683838248252869,0.19341743041862205
sciqa,train,main,6,4,6,0.4618620028098424,0.3828926980495453,0.563750684261322,0.06106441805242411
sciqa,train,main,7,4,6,0.5013747413953146,0.41908711194992065,0.632489800453186,0.07645813552719516
sciqa,train,main,8,4,6,0.4075958877801895,0.21609747409820557,0.6731742024421692,0.15781483355569573
sciqa,train,main,9,4,6,0.22364607204993567,0.16585791110992432,0.29208704829216003,0.03921875599008493
sciqa,train,main,10,4,6,0.6145512362321218,0.5670344829559326,0.710995078086853,0.04626661641702686
sciqa,train,main,11,4,6,0.38591604431470233,0.2730904221534729,0.5589581727981567,0.09069464257766081
sciqa,train,main,12,4,6,0.5027851263682047,0.424060583114624,0.7034112215042114,0.09661652596645717
sciqa,train,main,13,4,6,0.5548887550830841,0.4488276243209839,0.7890956401824951,0.11121105388286014
sciqa,train,main,14,4,6,0.4242382397254308,0.1990237832069397,0.649888277053833,0.16774616335738357
sciqa,train,main,15,4,6,0.5169997960329056,0.45173439383506775,0.5622479915618896,0.03441634767468496
sciqa,train,main,16,4,6,0.37530548373858136,0.2586793005466461,0.5034438967704773,0.09372647158779977
sciqa,train,main,17,4,6,0.37280309200286865,0.29628410935401917,0.4448198676109314,0.04957040751694716
sciqa,train,main,18,4,6,0.32134993125995,0.2108088582754135,0.47840365767478943,0.08100617392586938
sciqa,train,main,19,4,6,0.8482361733913422,0.7400559186935425,0.9630765914916992,0.07681568820439692
sciqa,train,main,20,4,6,0.33181988696257275,0.20418766140937805,0.55829918384552,0.10888352642080902
sciqa,train,main,21,4,6,0.4238581657409668,0.2806732952594757,0.6198177337646484,0.11779314299607177
sciqa,train,main,22,4,6,0.6500105857849121,0.583651065826416,0.7191057801246643,0.043988145216494974
sciqa,train,main,23,4,6,0.6225467324256897,0.542991042137146,0.7084475755691528,0.052489541409598856
sciqa,train,main,24,4,6,0.272795336941878,0.18515639007091522,0.4889885187149048,0.10120387423578157
sciqa,train,main,25,4,6,0.16058342282970747,0.05223607271909714,0.4307272434234619,0.1234451175752763
sciqa,train,main,26,4,6,0.25817421575387317,0.1776973009109497,0.3288608193397522,0.05114249750352217
sciqa,train,main,27,4,6,0.6073934733867645,0.5025233030319214,0.7483106255531311,0.08720697530945433
sciqa,train,main,28,4,6,0.3384349048137665,0.17801055312156677,0.4919699430465698,0.09659380336853685
sciqa,train,main,29,4,6,0.46909137070178986,0.33408093452453613,0.6317756175994873,0.11681708592478139
sciqa,train,main,30,4,6,0.2850058128436406,0.18144898116588593,0.39193999767303467,0.06911666888013764
sciqa,train,main,31,4,6,0.2823411573966344,0.1576487123966217,0.5295912027359009,0.11625124253670534
sciqa,train,main,32,4,6,0.35358062013983727,0.10511661320924759,0.6163901090621948,0.18062582959912887
sciqa,train,main,33,4,6,0.38092663139104843,0.13848976790905,0.7110824584960938,0.24635655493981004
sciqa,train,main,34,4,6,0.31524808208147687,0.18408459424972534,0.6202418208122253,0.14698844848449477
sciqa,train,main,35,4,6,0.24734391396244368,0.0928541049361229,0.3888719081878662,0.09583507305007859
sciqa,train,main,36,4,6,0.29678912709156674,0.1817084550857544,0.3753170073032379,0.06548211663535454
sciqa,train,main,37,4,6,0.5196323196093241,0.45676666498184204,0.5622479915618896,0.03694623722651472
sciqa,train,main,38,4,6,0.22905236979325613,0.1579068899154663,0.3241936266422272,0.05534138271512416
sciqa,train,main,39,4,6,0.22663413981596628,0.06413181126117706,0.3829011917114258,0.11962690970195594
sciqa,train,main,40,4,6,0.3180645853281021,0.22072762250900269,0.4943581819534302,0.1055997000106626
sciqa,train,main,41,4,6,0.5083391418059667,0.4122498035430908,0.6817829608917236,0.10187972396877522
sciqa,train,main,42,4,6,0.3001060386498769,0.2269352376461029,0.6015883684158325,0.1356198347472374
sciqa,train,main,43,4,6,0.3280269106229146,0.24532470107078552,0.5329042077064514,0.0939426559703995
sciqa,train,main,44,4,6,0.33880625913540524,0.20893141627311707,0.7096328735351562,0.16931146420206003
sciqa,train,main,45,4,6,0.3623162160317103,0.20175904035568237,0.47106868028640747,0.08516314699335613
sciqa,train,main,46,4,6,0.47987234095732373,0.27215102314949036,0.7074506282806396,0.16003836130985039
sciqa,train,main,47,4,6,0.7887624800205231,0.6831446290016174,0.8440964221954346,0.05392246460194224
sciqa,train,main,48,4,6,0.23400744795799255,0.14213827252388,0.29991820454597473,0.06669081915185497
sciqa,train,main,49,4,6,0.3884443938732147,0.22326308488845825,0.5279089212417603,0.09728349094796689
sciqa,train,main,50,4,6,0.39044204354286194,0.2370639443397522,0.8045231103897095,0.19263409972356035
sciqa,train,main,51,4,6,0.26425564537445706,0.08978207409381866,0.7276116013526917,0.2126855625454269
sciqa,train,main,52,4,6,0.43024779359499615,0.2690746486186981,0.6297920942306519,0.11694588024107275
sciqa,train,main,53,4,6,0.7735766569773356,0.7068444490432739,0.8366543650627136,0.053648094850667453
sciqa,train,main,54,4,6,0.42211054762204486,0.3619173467159271,0.46226704120635986,0.03737471252133241
sciqa,train,main,55,4,6,0.3713710159063339,0.18029598891735077,0.5559565424919128,0.14928776728428586
sciqa,train,main,56,4,6,0.32454074919223785,0.2034425139427185,0.46804937720298767,0.08639164071450416
sciqa,train,main,57,4,6,0.5470244040091833,0.4940895736217499,0.626213014125824,0.04615120660202311
sciqa,train,main,58,4,6,0.4124015470345815,0.314442902803421,0.528861939907074,0.06615224469259073
sciqa,train,main,59,4,6,0.2806447197993596,0.20430079102516174,0.3740122616291046,0.060424835833351585
sciqa,train,main,60,4,6,0.3938109676043193,0.2832658290863037,0.6563739776611328,0.1223219458396073
sciqa,train,main,61,4,6,0.316377451022466,0.23861372470855713,0.4039178490638733,0.05924822820650786
sciqa,train,main,62,4,6,0.3170010795195897,0.2595386505126953,0.3910777270793915,0.0449279443961348
sciqa,train,main,63,4,6,0.40359941124916077,0.1686585545539856,0.637306809425354,0.19255320605494924
sciqa,train,main,64,4,6,0.4333159029483795,0.35463017225265503,0.49375206232070923,0.04766485935532458
sciqa,train,main,65,4,6,0.44834042092164356,0.15478825569152832,0.7219370603561401,0.19787968058724137
sciqa,train,main,66,4,6,0.6650087932745615,0.5641416311264038,0.7365003824234009,0.06823051848665017
sciqa,train,main,67,4,6,0.36036253720521927,0.2268824726343155,0.5342111587524414,0.10018482970799956
sciqa,train,main,68,4,6,0.32288592060407,0.1715143322944641,0.7015717029571533,0.18008010357393076
sciqa,train,main,69,4,6,0.1977449357509613,0.06560923159122467,0.26289552450180054,0.06515786900017848
sciqa,train,main,70,4,6,0.3112062066793442,0.1953800618648529,0.4527533948421478,0.08094874763763499
sciqa,train,main,71,4,6,0.4072580635547638,0.3505435585975647,0.5587409734725952,0.07124738357113515
sciqa,train,main,72,4,6,0.3595096344749133,0.22406022250652313,0.4399532079696655,0.06737077996101748
sciqa,train,main,73,4,6,0.7898551026980082,0.6985766887664795,0.8890848755836487,0.0756808591151746
sciqa,train,main,74,4,6,0.3122320721546809,0.1762099266052246,0.4481107294559479,0.08317695419692733
sciqa,train,main,75,4,6,0.3109605709711711,0.21626175940036774,0.41921699047088623,0.07662566369986605
sciqa,train,main,76,4,6,0.6134621649980545,0.47596433758735657,0.8058012127876282,0.10984346502996793
sciqa,train,main,77,4,6,0.35824041565259296,0.27411162853240967,0.44762006402015686,0.05666050243038586
sciqa,train,main,78,4,6,0.32081984480222064,0.2280605435371399,0.41823458671569824,0.07303293637629396
sciqa,train,main,79,4,6,0.31208059191703796,0.1778547465801239,0.4046495854854584,0.07141315339232918
sciqa,train,main,80,4,6,0.3438412795464198,0.28247326612472534,0.515743613243103,0.07911674430767479
sciqa,train,main,81,4,6,0.4822971870501836,0.31992554664611816,0.6924982070922852,0.11263828192180309
sciqa,train,main,82,4,6,0.31362296640872955,0.19816631078720093,0.39622533321380615,0.07100587051204181
sciqa,train,main,83,4,6,0.29928285876909894,0.20784014463424683,0.37572968006134033,0.054432664836704836
sciqa,train,main,84,4,6,0.38539301852385205,0.2930900454521179,0.48478299379348755,0.0834245449279173
sciqa,train,main,85,4,6,0.35741940637429553,0.22190773487091064,0.44141310453414917,0.0734068480687253
sciqa,train,main,86,4,6,0.2887902855873108,0.17538544535636902,0.4123745858669281,0.07343600384380414
sciqa,train,main,87,4,6,0.2959069535136223,0.1746082901954651,0.43877315521240234,0.0984605495683902
sciqa,train,main,88,4,6,0.3787310868501663,0.3133015036582947,0.46563953161239624,0.0465329297216932
sciqa,train,main,89,4,6,0.5594509989023209,0.48263704776763916,0.6390148997306824,0.05778616165036217
sciqa,train,main,90,4,6,0.18903222928444544,0.1156175285577774,0.2946372926235199,0.06087202800136703
sciqa,train,main,91,4,6,0.6821581621964773,0.5377036333084106,0.8495671153068542,0.12527774456896149
sciqa,train,main,92,4,6,0.91881130139033,0.8962124586105347,0.9382914304733276,0.01742226479722857
sciqa,train,main,93,4,6,0.5704856812953949,0.36117708683013916,0.7569825649261475,0.15664859063049724
sciqa,train,main,94,4,6,0.3891361579298973,0.20497393608093262,0.6959435939788818,0.15952929487061987
sciqa,train,main,95,4,6,0.6012554665406545,0.4908123016357422,0.6665403842926025,0.06331213582673217
sciqa,train,main,96,4,6,0.7997515598932902,0.7643354535102844,0.8488938212394714,0.030175803562155053
sciqa,train,main,97,4,6,0.6038278738657633,0.426858127117157,0.8218854665756226,0.13094253628662253
sciqa,train,main,98,4,6,0.30251948659618694,0.10709434002637863,0.4383974075317383,0.13356184942189164
sciqa,train,main,99,4,6,0.4606999506553014,0.356976181268692,0.5430657863616943,0.059165614780137946
sciqa,train,main,100,4,6,0.27570247153441113,0.14065667986869812,0.3779500722885132,0.08956482235192326
sciqa,train,main,101,4,6,0.3193475852409999,0.21652352809906006,0.39764726161956787,0.0610893809894875
sciqa,train,main,102,4,6,0.351482259730498,0.17478133738040924,0.4471898078918457,0.10210406530992679
sciqa,train,main,103,4,6,0.2001583327849706,0.11630105972290039,0.3153565227985382,0.06624875346179337
sciqa,train,main,104,4,6,0.4780418872833252,0.4092453122138977,0.558584451675415,0.05170437702650416
sciqa,train,main,105,4,6,0.2652612452705701,0.08746816962957382,0.6788374781608582,0.19549164289891705
sciqa,train,main,106,4,6,0.47879203657309216,0.3456003665924072,0.6360373497009277,0.10650495046383378
sciqa,train,main,107,4,6,0.4751252830028534,0.3378196060657501,0.6482081413269043,0.10850627055843116
sciqa,train,main,108,4,6,0.5974393635988235,0.44578638672828674,0.8058012127876282,0.11539773225697274
sciqa,train,main,109,4,6,0.454088161389033,0.29147428274154663,0.6261296272277832,0.10900982409213009
sciqa,train,main,110,4,6,0.2914590413371722,0.15499739348888397,0.38132211565971375,0.07114841299162533
sciqa,train,main,111,4,6,0.694521576166153,0.6153566837310791,0.7811747789382935,0.05982730387560264
sciqa,train,main,112,4,6,0.3924945692221324,0.29350072145462036,0.43535932898521423,0.04825270930824655
sciqa,train,main,113,4,6,0.35044265662630397,0.03660397231578827,0.5852307081222534,0.22294328309007624
sciqa,train,main,114,4,6,0.28099285811185837,0.17546267807483673,0.3828793466091156,0.06059285391414457
sciqa,train,main,115,4,6,0.5188415745894114,0.4233356714248657,0.6524954438209534,0.07685474411539188
sciqa,train,main,116,4,6,0.2830951636036237,0.08413796126842499,0.4672623574733734,0.14061163084410483
sciqa,train,main,117,4,6,0.23081242541472116,0.12601113319396973,0.34160685539245605,0.07734995749176043
sciqa,train,main,118,4,6,0.5731068303187689,0.4281173348426819,0.7155614495277405,0.11742846383304947
sciqa,train,main,119,4,6,0.21793908377488455,0.11138550937175751,0.45361077785491943,0.11147810339136831
sciqa,train,main,120,4,6,0.3051119036972523,0.12270405143499374,0.40017279982566833,0.08861476341959655
sciqa,train,main,121,4,6,0.4339349865913391,0.3649923503398895,0.5326628684997559,0.059959846844070665
sciqa,train,main,122,4,6,0.4313485821088155,0.366024911403656,0.4915080666542053,0.03880431011057116
sciqa,train,main,123,4,6,0.31699567039807636,0.2585996985435486,0.4329555630683899,0.054548572637003814
sciqa,train,main,124,4,6,0.7076388001441956,0.6521658301353455,0.8199186325073242,0.06031795448341759
sciqa,train,main,125,4,6,0.6420498788356781,0.6111882925033569,0.675586462020874,0.022079677701680577
sciqa,train,main,126,4,6,0.3037389814853668,0.16040277481079102,0.43805763125419617,0.11112340576397517
sciqa,train,main,127,4,6,0.30648917456467945,0.16925200819969177,0.6306127309799194,0.15505229761457517
sciqa,train,main,128,4,6,0.6644157667954763,0.6078252792358398,0.7093173265457153,0.03725017362953782
sciqa,train,main,129,4,6,0.2890727023283641,0.15182000398635864,0.4788699746131897,0.10311320467118683
sciqa,train,main,130,4,6,0.36052774886290234,0.19025027751922607,0.488877534866333,0.10451244337281983
sciqa,train,main,131,4,6,0.458427036801974,0.40579235553741455,0.4929018020629883,0.0320648241868973
sciqa,train,main,132,4,6,0.37544016540050507,0.30194997787475586,0.48307961225509644,0.05873747566245264
sciqa,train,main,133,4,6,0.27719950675964355,0.14229197800159454,0.40225863456726074,0.0777078712409388
sciqa,train,main,134,4,6,0.5645102759202322,0.5007733106613159,0.6015922427177429,0.031908685734796736
sciqa,train,main,135,4,6,0.3963870704174042,0.2482365071773529,0.4861966371536255,0.09106974374760154
sciqa,train,main,136,4,6,0.5360725174347559,0.3222494423389435,0.7166532278060913,0.14638067196440221
sciqa,train,main,137,4,6,0.37876912703116733,0.24573151767253876,0.5030709505081177,0.09353695095694199
sciqa,train,main,138,4,6,0.8309421042601267,0.6944056749343872,0.9142442941665649,0.07297589388255846
sciqa,train,main,139,4,6,0.2162105937798818,0.12376600503921509,0.26846739649772644,0.04584787351028567
sciqa,train,main,140,4,6,0.4859103361765544,0.35448336601257324,0.634691596031189,0.11247874516170452
sciqa,train,main,141,4,6,0.34948186079661053,0.13852041959762573,0.6301336288452148,0.16557626782491683
sciqa,train,main,142,4,6,0.7200366755326589,0.6737995147705078,0.7507107257843018,0.026787100986692545
sciqa,train,main,143,4,6,0.27124569565057755,0.1948394775390625,0.43541669845581055,0.07834823573736158
sciqa,train,main,144,4,6,0.4202363044023514,0.3367314040660858,0.55829918384552,0.07680104642031897
sciqa,train,main,145,4,6,0.29696949819723767,0.2050403654575348,0.37751930952072144,0.05671484768279119
sciqa,train,main,146,4,6,0.3708742558956146,0.18081381916999817,0.5419807434082031,0.11844165292496313
sciqa,train,main,147,4,6,0.6815372208754221,0.5851196050643921,0.8182612657546997,0.0837900901474845
sciqa,train,main,148,4,6,0.6193277587493261,0.42540332674980164,0.8013607859611511,0.11155828005441937
sciqa,train,main,149,4,6,0.4214995851119359,0.30736541748046875,0.5877523422241211,0.11846989416604208
sciqa,train,main,150,4,6,0.31898265580336255,0.21183672547340393,0.4407762289047241,0.08222091447740615
sciqa,train,main,151,4,6,0.42868052423000336,0.32661548256874084,0.49152570962905884,0.05132400254147672
sciqa,train,main,152,4,6,0.4661947339773178,0.14998456835746765,0.7655155658721924,0.2818723735346958
sciqa,train,main,153,4,6,0.5657830387353897,0.43557173013687134,0.8058012127876282,0.14113625835177793
sciqa,train,main,154,4,6,0.57490174472332,0.43660321831703186,0.681507408618927,0.08837709613500468
sciqa,train,main,155,4,6,0.3786662022272746,0.3146752715110779,0.4575328230857849,0.053998295536309124
sciqa,train,main,156,4,6,0.3002409388621648,0.1531960368156433,0.4318329691886902,0.11221358730867362
sciqa,train,main,157,4,6,0.4568183372418086,0.3770025968551636,0.6115304231643677,0.08291449029932543
sciqa,train,main,158,4,6,0.3981247991323471,0.2216140329837799,0.4994010925292969,0.10225802838085067
sciqa,train,main,159,4,6,0.2557261784871419,0.20146936178207397,0.35838428139686584,0.051136077763605174
sciqa,train,main,160,4,6,0.2664594476421674,0.158254936337471,0.3456907272338867,0.06009000904283348
sciqa,train,main,161,4,6,0.6929898262023926,0.5284719467163086,1.0,0.1585159302575863
sciqa,train,main,162,4,6,0.3263842687010765,0.08557552099227905,0.5815752744674683,0.21445948738799248
sciqa,train,main,163,4,6,0.21119864036639532,0.11166806519031525,0.29413193464279175,0.05849005994276839
sciqa,train,main,164,4,6,0.2939432313044866,0.193783238530159,0.4860129952430725,0.10017057292868198
sciqa,train,main,165,4,6,0.46298687160015106,0.3644067049026489,0.6268595457077026,0.08976471945122884
sciqa,train,main,166,4,6,0.17082943518956503,0.12363404035568237,0.29526636004447937,0.06048086539743064
sciqa,train,main,167,4,6,0.279404657582442,0.11550945043563843,0.47168269753456116,0.11654271251494605
sciqa,train,main,168,4,6,0.6544701556364695,0.5686463117599487,0.7185513973236084,0.05334369857405068
sciqa,train,main,169,4,6,0.3618418425321579,0.29776662588119507,0.4758080840110779,0.057241022585089195
sciqa,train,main,170,4,6,0.32832683622837067,0.18501007556915283,0.46044719219207764,0.10168468051066996
sciqa,train,main,171,4,6,0.33706622074047726,0.2493281215429306,0.6134505271911621,0.12698509951670284
sciqa,train,main,172,4,6,0.5121905306975046,0.46405643224716187,0.5592772960662842,0.03667379319257314
sciqa,train,main,173,4,6,0.478843313952287,0.2434481531381607,0.6403152942657471,0.1290123543482659
sciqa,train,main,174,4,6,0.36910200864076614,0.1900465339422226,0.5427203178405762,0.11757924793992182
sciqa,train,main,175,4,6,0.19605180993676186,0.0703127384185791,0.3228450119495392,0.08543566966481342
sciqa,train,main,176,4,6,0.5087675352891287,0.4474332928657532,0.5794715881347656,0.043937376300700055
sciqa,train,main,177,4,6,0.4084412008523941,0.2742428481578827,0.6149352192878723,0.11125319972665562
sciqa,train,main,178,4,6,0.3660581385095914,0.12298211455345154,0.7152002453804016,0.2012425582943903
sciqa,train,main,179,4,6,0.3368757863839467,0.29185232520103455,0.40685468912124634,0.040380762992534625
sciqa,train,main,180,4,6,0.44011857608954114,0.25717729330062866,0.5855611562728882,0.1459996902342448
sciqa,train,main,181,4,6,0.3477018376191457,0.2180650532245636,0.4780896306037903,0.08950862384862825
sciqa,train,main,182,4,6,0.48438813785711926,0.28776875138282776,0.6930577754974365,0.1399017512205892
sciqa,train,main,183,4,6,0.5666424532731374,0.3808099627494812,0.7573497295379639,0.14297609924718443
sciqa,train,main,184,4,6,0.23080379515886307,0.14478233456611633,0.36192142963409424,0.07301209118539667
sciqa,train,main,185,4,6,0.5954934557278951,0.49896878004074097,0.6632043123245239,0.059798984458049126
sciqa,train,main,186,4,6,0.327769103149573,0.20471440255641937,0.5237488746643066,0.0973890761593463
sciqa,train,main,187,4,6,0.32263794789711636,0.1270122081041336,0.47932296991348267,0.11232416737716212
sciqa,train,main,188,4,6,0.6294436156749725,0.5065399408340454,0.7708398699760437,0.10274403534475848
sciqa,train,main,189,4,6,0.26372091223796207,0.16351622343063354,0.44904571771621704,0.08853995295692096
sciqa,train,main,190,4,6,0.31122293323278427,0.18874071538448334,0.452189177274704,0.09788515296834815
sciqa,train,main,191,4,6,0.24717238545417786,0.16667792201042175,0.3258759081363678,0.055834841116980234
sciqa,train,main,192,4,6,0.510782798131307,0.39928120374679565,0.6380230188369751,0.07864825393017806
sciqa,train,main,193,4,6,0.20993283949792385,0.02287967875599861,0.32279449701309204,0.11374267397065348
sciqa,train,main,194,4,6,0.30243632694085437,0.2508012652397156,0.3692174553871155,0.040738273142441196
sciqa,train,main,195,4,6,0.3301953226327896,0.1461258828639984,0.5617842078208923,0.13384695058731713
sciqa,train,main,196,4,6,0.6570805807908376,0.4853689670562744,0.8232200145721436,0.10010190304115327
sciqa,train,main,197,4,6,0.27108261982599896,0.17895543575286865,0.43375924229621887,0.0807757941277638
sciqa,train,main,198,4,6,0.24221928293506303,0.10873784869909286,0.4134575128555298,0.09834542690334887
sciqa,train,main,199,4,6,0.287262166539828,0.08592404425144196,0.4606595039367676,0.14693904743765082
sciqa,train,main,200,4,6,0.3085141306122144,0.11780689656734467,0.4285617172718048,0.10603485898778214
sciqa,train,main,201,4,6,0.32738882303237915,0.22718209028244019,0.3885180354118347,0.049501410856052176
sciqa,train,main,202,4,6,0.3364352186520894,0.2158258557319641,0.47883141040802,0.08471153029292773
sciqa,train,main,203,4,6,0.5429805914560953,0.44920486211776733,0.615675151348114,0.05681570433013236
sciqa,train,main,204,4,6,0.2505822964012623,0.11270112544298172,0.5653020143508911,0.14892736091210357
sciqa,train,main,205,4,6,0.5234947999318441,0.35778433084487915,0.7430572509765625,0.12772110044469046
sciqa,train,main,206,4,6,0.482136329015096,0.28806525468826294,0.6126402616500854,0.10695262395492479
sciqa,train,main,207,4,6,0.21822090446949005,0.05963018536567688,0.6469730138778687,0.19855091819530307
sciqa,train,main,208,4,6,0.4057424118121465,0.3650472164154053,0.4345211982727051,0.02118149255640131
sciqa,train,main,209,4,6,0.38994334638118744,0.27962052822113037,0.48171326518058777,0.07862425467175788
sciqa,train,main,210,4,6,0.3144279072682063,0.23961088061332703,0.44416987895965576,0.06616924854126582
sciqa,train,main,211,4,6,0.36448046068350476,0.18146061897277832,0.5559565424919128,0.15387945083618887
